longitud_url,caracteres_especiales,uso_subdominios,verificar_https,similitud_url_legitimas,palabras_clave_sospechosas,ip_en_lugar_de_dominio,url_acortada,puerto_no_estandar,terminos_seguridad_falsos,profundidad_url,archivo_descargable_sospechoso,parametros_sensibles_url,entropia_url,status_binario
38,8,2,1,[0.],0,0,False,0,False,1,False,0,4.14860021052734,1
41,9,4,0,[0.40824829],0,0,False,0,False,2,False,0,4.022066943589707,1
41,7,2,0,[0.23570226],0,0,False,0,False,3,False,0,4.071477469174168,1
32,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.226409765557392,1
37,9,3,0,[0.25819889],0,0,False,0,False,3,False,0,4.003259028248121,1
47,9,3,1,[0.21821789],0,0,False,0,False,4,False,0,4.032272361855623,0
34,7,3,1,[0.],0,0,False,0,False,2,False,0,4.0286393118385755,1
56,11,4,0,[0.38490018],0,0,False,0,False,1,False,0,4.334078253057285,1
76,19,3,1,[0.10910895],0,0,False,0,False,3,False,0,4.495631093350495,1
32,7,3,0,[0.51639778],0,0,True,0,False,1,False,0,3.8431390622295662,0
113,13,3,1,[0.19245009],0,0,False,0,False,5,False,0,5.286777250935681,1
82,14,2,0,[0.33333333],0,0,False,0,False,1,False,0,4.408018591199679,0
106,16,4,0,[0.4472136],0,0,False,0,False,6,False,0,5.141005365803153,1
46,11,3,0,[0.17407766],0,0,False,0,False,4,False,0,3.86836705415663,1
61,11,3,0,[0.36514837],0,0,False,0,False,5,False,0,4.2088428713389945,1
73,11,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.227956450564381,0
106,14,3,0,[0.32025631],0,0,False,0,False,6,False,0,4.788392131558311,1
22,6,3,1,[0.],0,0,False,0,False,1,False,0,3.663532754804254,0
127,18,5,1,[0.28005602],0,0,False,0,True,2,False,0,4.741412720105685,1
58,10,3,1,[0.19245009],0,0,False,0,False,1,False,0,4.385841719519742,0
81,13,3,0,[0.25819889],0,0,False,0,False,2,False,0,4.246913309768391,0
42,7,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.041010577489154,0
64,11,2,0,[0.38490018],0,0,False,0,False,3,False,0,4.431554056131191,0
56,11,5,1,[0.19245009],0,0,True,0,False,1,False,0,4.296580655376752,1
49,8,3,1,[0.],0,0,False,0,False,2,False,0,4.297784843850294,0
75,12,4,0,[0.38490018],0,0,False,0,False,3,False,0,4.575652864904122,1
79,14,3,0,[0.32025631],0,0,False,0,False,1,False,0,4.3018190023743035,0
73,12,3,0,[0.33333333],0,0,True,0,False,6,False,0,4.355394380822004,1
22,6,2,0,[0.33333333],0,0,False,0,False,2,False,0,3.7321588913645694,1
106,19,3,0,[0.28005602],0,0,False,0,False,2,False,0,4.661204242352758,0
34,7,4,1,[0.25819889],0,0,False,0,False,1,False,0,4.175123135113461,0
41,9,3,1,[0.],0,0,False,0,False,2,False,0,4.257078456355553,0
123,19,3,0,[0.13608276],0,0,False,0,False,7,False,0,4.477442888864252,1
25,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.863465189601646,0
63,10,2,0,[0.20412415],0,0,False,0,True,3,False,0,4.385933203047043,1
40,7,3,1,[0.],0,0,False,0,False,2,False,0,4.384183719779188,1
50,9,4,0,[0.20412415],0,0,False,0,False,3,False,0,4.096174630069641,0
51,10,4,0,[0.20412415],0,0,False,0,False,2,False,0,4.444401999165797,1
15,4,2,0,[0.33333333],0,0,False,0,False,0,False,0,3.506890595608518,0
55,9,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.474554204780527,1
51,8,3,1,[0.21821789],0,0,False,0,False,2,False,0,4.110685332329446,0
68,11,3,0,[0.28867513],0,0,False,0,False,4,False,0,4.090308982826451,1
48,8,3,1,[0.],0,0,False,0,False,2,False,0,4.157268229617389,0
206,18,3,0,[0.25819889],0,0,False,0,False,2,False,0,4.729631808071263,1
41,8,2,0,[0.47140452],0,0,False,0,False,2,False,0,4.259514199528965,0
21,6,3,0,[0.66666667],0,0,True,0,False,1,False,0,3.6537567082870006,1
17,4,2,0,[0.66666667],0,0,False,0,False,0,False,0,3.572469458770136,0
30,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,3.856564762130954,1
32,7,2,0,[0.25819889],0,0,False,0,False,3,False,0,3.917837797403416,1
166,8,3,0,[0.23570226],0,0,False,0,False,2,False,0,5.457134952789972,1
41,7,3,0,[0.47140452],0,0,False,0,False,0,False,0,4.161953223919209,1
23,7,3,0,[0.25819889],0,0,False,0,False,2,False,0,3.5342190211803413,0
49,11,3,0,[0.16666667],0,0,False,0,False,1,False,0,4.154528721224705,1
25,7,2,0,[0.25819889],0,0,False,0,False,1,False,0,3.5434651896016462,1
30,7,2,0,[0.51639778],0,0,False,0,False,2,False,0,3.9898980954642873,1
26,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,4.026986833359286,0
55,11,3,0,[0.38490018],0,0,False,0,False,3,False,0,4.306930914801007,0
68,9,5,0,[0.54772256],0,0,False,0,True,2,False,0,4.528444187304091,1
59,9,3,1,[0.],0,0,False,0,False,2,False,0,4.380453380156912,0
52,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.341381363082302,0
96,12,2,0,[0.17407766],0,0,False,0,False,4,False,0,4.565344815678043,1
128,21,3,0,[0.16012815],0,0,False,0,False,2,False,0,5.152666090295162,1
128,19,5,1,[0.28005602],0,0,False,0,True,3,False,0,4.7460395092624745,1
26,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,3.686419411348773,0
34,6,3,1,[0.],0,0,False,0,False,1,False,0,3.564685267402771,0
133,18,10,0,[0.27216553],0,0,False,0,False,1,False,0,4.688109894491512,1
77,15,3,1,[0.24618298],0,0,False,0,False,1,False,0,4.5989990027090375,0
58,10,2,0,[0.20412415],0,0,False,0,False,5,False,0,4.281671995727218,1
108,20,3,1,[0.],0,0,False,0,False,8,False,0,4.956083281612221,1
29,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.978333581185264,0
84,15,3,0,[0.19245009],0,0,False,0,False,3,False,0,4.934250019028106,0
35,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.243010159554855,1
25,7,3,1,[0.],0,0,False,0,False,2,False,0,3.813660689688185,0
53,8,3,1,[0.21821789],0,0,False,0,False,2,False,0,4.343315209558402,1
88,16,4,0,[0.15430335],0,1,False,0,False,5,False,0,4.527543058261796,1
48,11,4,0,[0.20412415],0,0,False,0,False,3,False,0,4.215199876515856,1
40,8,2,1,[0.],0,0,False,0,False,3,False,0,4.225070520364182,1
160,18,4,0,[0.14433757],0,1,False,0,True,9,False,0,5.1551820324455235,1
126,15,3,0,[0.33333333],0,0,False,0,False,1,False,0,4.80273133059569,1
26,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,4.026986833359286,0
156,22,5,0,[0.28005602],0,0,False,0,False,2,False,0,5.166257845988042,1
55,9,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.346926022805003,1
62,10,3,1,[0.17407766],0,0,False,0,False,2,False,0,4.1156892633000695,0
21,5,2,0,[0.28867513],0,0,True,0,False,1,False,0,3.844232898763191,1
32,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.941428031846024,1
35,7,3,0,[0.51639778],0,0,True,0,False,1,False,0,4.071581588126283,0
21,4,2,0,[0.33333333],0,0,False,0,False,0,False,0,3.6537567082870006,0
30,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.0062389286533895,0
84,14,3,1,[0.16012815],0,0,False,0,False,3,False,0,4.268823104209571,0
54,10,3,0,[0.43643578],0,0,False,0,False,3,False,0,4.292040864021044,0
37,8,4,0,[0.47140452],0,0,False,0,False,1,False,0,4.15487093296263,1
64,9,2,0,[0.18257419],0,0,False,0,False,4,False,0,4.366479102437745,0
65,11,3,0,[0.20412415],0,0,False,0,False,2,False,0,4.308766613255314,0
71,13,4,0,[0.17407766],0,0,False,0,False,5,False,0,4.054520629149646,1
42,10,7,0,[0.20412415],0,0,False,0,False,1,False,0,4.189238255803027,1
34,7,2,0,[0.51639778],0,0,False,0,False,3,False,0,3.8780682683455234,1
53,8,3,0,[0.43643578],0,0,False,0,False,1,False,0,4.131143275636959,0
24,5,2,0,[0.33333333],0,0,False,0,False,1,False,0,3.772055208874201,1
43,8,3,1,[0.23570226],0,0,False,0,False,1,False,0,4.469999278451779,0
46,9,2,1,[0.18257419],0,0,False,0,True,2,False,0,4.0480336303846824,1
45,8,5,0,[0.61237244],0,0,False,0,False,1,False,0,3.8398820646044003,1
28,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.815410725242699,0
42,9,3,1,[0.],0,0,False,0,False,4,False,0,3.948765268419459,0
21,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,3.6537567082870006,0
21,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.5585186130489057,0
76,10,5,0,[0.52223297],0,0,False,0,True,2,False,0,4.49745958660599,1
53,8,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.283970926016391,0
53,9,3,1,[0.20412415],0,0,False,0,False,1,False,0,4.033761021698655,0
51,7,2,1,[0.23570226],0,0,False,0,False,3,False,0,4.459203714894493,0
63,9,2,0,[0.40824829],0,0,False,0,False,3,False,0,4.340873829376093,1
35,7,4,0,[0.25819889],0,0,False,0,False,1,False,0,3.992870516635899,0
56,10,3,1,[0.],0,0,False,0,False,2,False,0,4.289148671903072,0
89,16,3,0,[0.28867513],0,0,False,0,False,4,False,0,4.495554533037239,1
123,19,3,1,[0.12038585],0,0,False,0,False,5,False,0,4.426510673364331,0
19,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.391892644680931,0
25,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.6128786893420304,0
289,35,3,1,[0.11547005],0,0,True,0,False,7,False,0,5.506512386892675,1
35,6,3,0,[0.57735027],0,0,True,0,False,1,False,0,4.071581588126283,0
31,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8001821971347023,0
25,6,3,1,[0.],0,0,False,0,False,1,False,0,3.8634651896016465,0
27,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.958229168669879,0
35,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,3.9404361462467703,0
33,8,3,0,[0.21821789],0,0,False,0,False,1,False,0,4.017900089633386,1
30,7,3,0,[0.51639778],0,0,False,0,False,2,False,0,3.8314018453921714,1
73,14,2,0,[0.32025631],0,0,False,0,False,6,False,0,4.544085305627721,1
58,10,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.484726848718184,0
50,9,3,1,[0.21821789],0,0,False,0,False,3,False,0,4.033786320494365,0
68,11,3,0,[0.3086067],0,0,True,0,False,1,False,0,4.327922539901155,0
58,12,5,1,[0.21821789],0,0,True,0,False,1,False,0,4.592738271243879,1
25,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.863465189601646,0
47,8,2,1,[0.],0,0,False,0,False,3,False,0,4.153007937189824,0
18,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.5032583347756456,1
34,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8221819586428727,0
126,19,5,1,[0.28867513],0,0,False,0,True,3,False,0,4.826637143341985,1
23,6,3,1,[0.],0,0,False,0,False,1,False,0,3.501397825434103,0
63,10,3,0,[0.38490018],0,0,False,0,False,4,False,0,4.36841886895561,1
30,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.831401845392172,0
129,12,2,0,[0.34815531],0,0,False,0,False,3,False,0,4.729986823780467,1
34,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.9176264438733592,0
27,7,3,1,[0.],0,0,False,0,False,1,False,0,4.032303242743954,1
63,11,2,0,[0.18257419],0,0,False,0,False,5,False,0,4.189260829625404,1
33,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.369707376737533,0
24,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.9387218755408675,0
31,7,3,0,[0.51639778],0,0,False,0,False,2,False,0,4.0022680844408445,1
20,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.721928094887362,0
79,13,3,0,[0.33333333],0,0,False,0,False,3,False,0,4.149566897867374,0
32,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.9681390622295662,1
54,10,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.284811983918022,0
31,8,4,1,[0.],0,0,False,0,False,1,False,0,3.9292144551992183,0
49,8,5,1,[0.23570226],0,0,True,0,False,1,False,0,4.216152190789069,1
24,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.7406015629507228,0
61,11,3,1,[0.19245009],0,0,False,0,False,3,False,0,4.299590519753581,0
57,8,4,1,[0.21821789],0,0,False,0,False,1,False,0,4.166333549959635,1
91,11,3,0,[0.36514837],0,0,False,0,False,5,False,0,4.767457043609197,1
76,10,5,0,[0.52223297],0,0,False,0,True,2,False,0,4.453446718606695,1
72,14,3,0,[0.3086067],0,0,False,0,False,3,False,0,4.567145967883179,0
17,5,2,0,[0.66666667],0,0,False,0,False,0,False,0,3.4992275471326932,0
108,20,3,1,[0.28867513],0,0,False,0,False,2,False,0,4.702313230023718,1
32,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,4.038909765557392,1
29,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8573068568981284,0
33,7,3,0,[0.25819889],0,0,False,0,False,2,False,0,3.740771391823488,1
66,10,3,1,[0.19245009],0,0,False,0,False,1,False,0,5.218192225222386,1
41,7,3,1,[0.],0,0,False,0,False,2,False,0,4.064392248309453,0
29,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.952302977662386,0
115,15,3,1,[0.19245009],0,0,True,0,False,4,False,0,5.3407176082660985,1
22,5,2,1,[0.],0,0,True,0,False,1,False,0,3.936260027531526,1
32,5,3,1,[0.28867513],0,0,True,0,False,0,False,0,4.038909765557392,1
31,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.953565664946427,0
43,8,3,1,[0.23570226],0,0,False,0,False,1,False,0,4.489877254551158,0
54,9,3,0,[0.18257419],0,0,False,0,False,3,False,0,3.897837966283953,1
70,8,2,0,[0.47140452],0,0,False,0,False,2,False,0,4.91130614599952,1
63,8,3,0,[0.21821789],0,0,False,0,False,2,False,0,5.008715637648269,1
54,10,3,0,[0.19245009],0,0,False,0,True,5,False,0,4.0739449108085255,1
36,8,3,0,[0.23570226],0,0,False,0,False,3,False,0,4.173416585305445,1
30,7,3,1,[0.25819889],0,0,False,0,False,1,False,0,4.006238928653389,0
35,5,2,1,[0.28867513],0,0,False,0,False,1,False,0,4.014438730983426,0
16,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.5,0
106,13,3,0,[0.33333333],0,0,False,0,False,7,False,0,4.672838828959377,1
81,11,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.243990516553045,0
116,22,3,1,[0.12909944],0,0,False,0,False,5,False,0,4.5268022763079205,0
61,12,4,0,[0.34815531],0,0,False,0,False,4,False,0,4.230363986531877,1
49,8,2,0,[0.51639778],0,0,False,0,False,3,False,0,4.142486058657705,1
59,11,5,0,[0.38490018],0,0,True,0,False,1,False,0,4.185810270743963,1
58,9,3,1,[0.],0,0,False,0,False,2,False,0,4.204254323388026,1
53,9,2,0,[0.40824829],0,0,False,0,False,1,False,0,4.486893331717587,1
51,11,2,0,[0.19245009],0,0,False,0,False,5,False,0,3.92416535258463,1
51,11,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.495188086730169,0
44,7,3,1,[0.],0,0,False,0,False,1,False,0,4.464558038845993,1
204,14,3,1,[0.18257419],0,0,True,0,False,3,False,0,5.743188929240792,1
41,9,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.106717553029199,1
54,10,3,1,[0.19245009],0,0,True,0,False,3,False,0,4.486304289866842,0
42,8,3,0,[0.47140452],0,0,False,0,False,1,False,0,3.9511430177077886,0
34,9,3,1,[0.25819889],0,0,True,0,False,1,False,0,4.314972767530033,1
54,13,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.726928705787044,1
51,10,3,0,[0.19245009],0,0,False,0,False,4,False,0,4.155090479515533,1
106,16,3,0,[0.14002801],0,0,False,0,False,3,False,0,4.679347847222518,1
42,6,3,1,[0.],0,0,False,0,False,1,False,0,4.463280517810812,1
34,5,2,1,[0.28867513],0,0,False,0,False,1,False,0,3.8588029144615943,0
68,11,3,0,[0.38490018],0,0,False,0,False,5,False,0,4.233095834952137,1
45,8,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.207976707200401,0
33,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.043801694853791,0
38,7,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.010570934268483,0
23,6,3,1,[0.],0,0,False,0,False,1,False,0,3.588354347173234,0
80,13,3,0,[0.33333333],0,0,False,0,False,4,False,0,4.552890051478965,0
85,12,3,1,[0.17407766],0,0,False,0,False,2,False,0,4.432166821737537,0
48,7,3,1,[0.23570226],0,0,False,0,False,2,False,0,3.867829492646777,0
55,11,3,0,[0.19245009],0,0,False,0,False,4,False,0,4.092380568259548,0
44,8,3,0,[0.43643578],0,0,False,0,False,1,False,0,4.555467129755084,1
59,10,3,0,[0.43643578],0,0,False,0,False,3,False,0,4.437585744850291,0
84,12,3,1,[0.19245009],0,0,False,0,False,4,False,0,5.128260167214665,1
21,5,2,0,[0.66666667],0,0,False,0,False,1,False,0,3.784941827437642,1
22,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,3.51602764126623,0
98,14,3,0,[0.16012815],0,0,False,0,False,1,False,0,4.529223809770601,0
45,6,3,0,[0.57735027],0,0,True,0,False,1,False,0,3.857946708877887,0
37,8,3,0,[0.47140452],0,0,False,0,False,3,False,0,3.9696073391174043,1
39,8,2,0,[0.23570226],0,0,False,0,False,4,False,0,3.9259265776147125,1
110,12,3,1,[0.],0,0,False,0,False,2,False,0,4.985930514218215,1
36,6,2,0,[0.51639778],0,0,False,0,False,2,False,0,4.204511459715548,0
61,7,3,0,[0.25819889],0,0,False,0,False,2,False,0,4.682557575474073,1
72,13,3,0,[0.33333333],0,0,False,0,False,3,False,0,4.273820752900349,0
47,8,3,1,[0.],0,0,False,0,False,2,False,0,3.8920576710942836,1
73,13,3,0,[0.16666667],0,0,False,0,False,4,False,0,4.364721142205793,1
58,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.223601899964274,0
28,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,3.7534343861887844,1
82,14,4,0,[0.32025631],0,0,False,0,False,6,False,0,4.342010621725586,0
65,10,2,1,[0.21821789],0,0,False,0,False,5,False,0,4.295370222435671,1
28,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.012188403968661,0
25,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,3.753269689515107,0
22,6,2,0,[0.25819889],0,0,False,0,False,2,False,0,3.606936732175321,1
43,9,3,0,[0.18257419],0,0,False,0,False,3,False,0,4.135940488298282,0
74,13,3,1,[0.17407766],0,0,False,0,False,5,False,0,4.61669007018344,0
31,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.0667842134731025,0
63,12,2,0,[0.34815531],0,0,False,0,False,6,False,0,4.028281314544827,1
72,7,2,0,[0.47140452],0,0,False,0,False,3,False,0,4.401419239118306,1
38,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.8205898566665453,0
53,9,3,0,[0.40824829],0,0,False,0,False,4,False,0,4.223229776037644,1
93,18,3,0,[0.4472136],0,0,False,0,False,4,False,0,4.5500846246378,1
26,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.997952698660691,0
62,11,3,0,[0.36514837],0,0,False,0,True,4,False,0,4.366366117259868,1
50,9,3,0,[0.20412415],0,0,False,0,False,3,False,0,3.974693951646701,1
63,13,3,1,[0.],0,0,False,0,False,5,False,0,4.562021836853403,0
71,9,3,0,[0.20412415],0,0,False,0,False,2,False,0,4.673775464300863,1
40,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,4.177567157116928,1
52,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.192677641335169,1
81,9,2,0,[0.21821789],0,0,False,0,False,4,False,0,4.606471879503044,1
73,14,3,1,[0.2981424],0,0,False,0,False,3,False,0,4.3336983681442796,0
127,18,5,1,[0.28005602],0,0,False,0,True,2,False,0,4.944943991223514,1
53,11,3,0,[0.36514837],0,0,False,0,False,4,False,0,4.409537379451366,0
42,8,3,1,[0.23570226],0,0,False,0,False,3,False,0,4.118890197651045,1
58,11,3,0,[0.38490018],0,0,False,0,False,3,False,0,4.269823513430077,0
213,32,3,0,[0.08989331],0,0,False,0,False,1,False,0,4.8590255105456945,1
38,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.1062412506737385,1
44,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.371379278161677,0
34,7,3,0,[0.25819889],0,0,False,0,False,1,False,0,4.006436738245531,0
21,6,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.7256507561120937,0
20,5,2,1,[0.],0,0,False,0,False,1,False,0,3.884183719779189,1
76,9,2,0,[0.20412415],0,0,False,0,False,4,False,0,4.6518719220469045,1
50,9,3,0,[0.20412415],0,0,False,0,True,4,False,0,4.185979129983102,1
21,5,2,0,[0.33333333],0,0,False,0,False,1,False,0,3.689703732199547,1
35,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,4.207435516759525,1
102,15,3,0,[0.16666667],0,0,False,0,True,8,False,0,4.555723539223696,1
132,12,3,1,[0.19245009],0,0,False,0,False,2,False,0,5.390652123859676,1
64,13,3,0,[0.16012815],0,0,False,0,False,6,False,0,4.347274413893479,1
65,12,3,1,[0.],0,0,False,0,False,2,False,0,4.606381658916029,1
31,7,3,0,[0.51639778],0,0,False,0,False,2,False,0,3.9134007456613773,0
126,18,5,0,[0.42008403],0,0,False,0,True,2,False,0,4.78196556036753,1
210,16,2,0,[0.28867513],0,0,False,0,False,2,False,0,4.612318215621201,1
72,7,3,1,[0.25819889],0,0,False,0,True,2,False,0,4.192776267294522,1
38,6,2,0,[0.51639778],0,0,False,0,False,1,False,0,3.8033524347703977,1
97,14,3,1,[0.],0,0,False,0,False,5,False,0,4.493789714291881,0
135,24,3,0,[0.21821789],0,0,False,0,False,4,False,0,5.120494746528642,1
51,10,5,1,[0.21821789],0,0,True,0,False,1,False,0,4.235479998537295,1
54,7,3,1,[0.25819889],0,0,False,0,False,2,False,0,4.59508767840253,1
21,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.594465636961452,0
40,9,2,0,[0.20412415],0,0,False,0,False,4,False,0,4.065311532225102,1
30,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,3.828072996388509,1
73,14,2,1,[0.28867513],0,0,False,0,False,3,False,0,4.1296353961957895,1
19,4,2,1,[0.],0,0,False,0,False,0,False,0,3.5368867237421666,1
67,10,3,0,[0.19245009],0,0,False,0,False,1,False,0,4.147157473587794,0
59,9,2,0,[0.20412415],0,0,False,0,False,4,False,0,4.097893474003403,1
89,11,3,1,[0.18257419],0,0,False,0,False,1,False,0,5.069748218077539,1
25,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.833269689515107,0
24,5,2,0,[0.28867513],0,0,False,0,False,1,False,0,3.709147917027245,1
54,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.047835474989691,0
31,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.9292144551992183,0
51,9,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.355537901604238,0
44,7,3,1,[0.],0,0,False,0,False,2,False,0,3.868158608841763,0
18,5,2,0,[0.28867513],0,0,False,0,False,1,False,0,3.419381945646371,1
36,7,3,1,[0.23570226],0,0,False,0,False,1,False,0,3.891061112072652,1
54,10,2,0,[0.19245009],0,0,False,0,False,4,False,0,4.064917484271221,1
125,18,5,1,[0.28867513],0,0,False,0,True,2,False,0,4.816086531162494,1
52,9,3,0,[0.43643578],0,0,False,0,False,3,False,0,4.340265565194928,1
28,5,2,0,[0.66666667],0,0,False,0,False,1,False,0,3.9407598325400897,0
45,11,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.29464636342018,0
31,8,3,0,[0.51639778],0,0,False,0,False,3,False,0,4.014860327200948,0
35,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,3.760250246633719,0
45,8,4,0,[0.23570226],0,0,False,0,False,2,False,0,4.427979696753515,1
99,17,3,1,[0.1490712],0,0,False,0,False,3,False,0,4.429346777175499,0
41,9,3,0,[0.19245009],0,0,False,0,False,4,False,0,4.161953223919209,0
89,13,2,1,[0.16012815],0,0,False,0,False,4,False,0,4.261442211929247,0
28,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.039148671903071,0
20,6,3,0,[0.66666667],0,0,False,0,False,1,False,0,3.446439344671015,1
50,11,3,1,[0.19245009],0,0,True,0,False,3,False,0,4.216174630069641,0
48,11,3,0,[0.36514837],0,0,False,0,False,3,False,0,4.321854365656768,0
28,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,3.7534343861887858,1
37,7,4,1,[0.25819889],0,0,False,0,False,1,False,0,3.9519040409537936,0
37,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,4.087567554701195,0
34,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,4.1162996057016965,0
111,14,2,0,[0.32025631],0,0,False,0,False,8,False,0,4.680608300282755,1
28,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,3.7534343861887853,0
132,10,3,1,[0.19245009],0,0,False,0,False,2,False,0,5.285962537091174,1
45,9,3,1,[0.21821789],0,0,False,0,False,2,False,0,3.8112830317643343,0
165,12,3,0,[0.17407766],0,0,False,0,False,1,False,0,5.0782902837398725,1
100,16,3,0,[0.1490712],0,0,False,0,False,5,False,0,4.629695161302115,0
73,15,3,1,[0.16666667],0,0,False,0,False,3,False,0,4.293091895799499,0
117,11,3,0,[0.19245009],0,0,False,0,False,6,False,0,4.8055707034839035,1
56,9,2,1,[0.21821789],0,0,False,0,False,4,False,0,4.1637995646056805,1
66,14,2,0,[0.17407766],0,0,False,0,False,9,False,0,4.386245243748387,1
80,13,2,0,[0.32025631],0,0,False,0,False,4,False,0,4.415031896934837,1
30,8,3,1,[0.25819889],0,0,False,0,False,2,False,0,4.056564762130954,0
73,12,5,0,[0.5],0,0,True,0,False,1,False,0,4.508958471150734,1
27,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.7639657428240816,1
66,12,3,0,[0.43643578],0,0,False,0,False,4,False,0,4.376892415596163,0
111,16,3,0,[0.2981424],0,0,True,0,False,2,False,0,4.252916571543251,0
29,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.7883413396567494,0
77,11,3,1,[0.19245009],0,0,False,0,False,4,False,0,5.097447579431165,1
27,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.884155094595805,0
37,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.1317695012795665,0
26,6,2,0,[0.51639778],0,0,False,0,False,1,False,0,3.9021748142117283,1
49,11,3,0,[0.34815531],0,0,False,0,False,3,False,0,4.938803405773092,0
36,8,3,1,[0.],0,0,False,0,False,3,False,0,4.10424366875897,1
80,16,3,1,[0.24077171],0,0,False,0,False,1,False,0,4.593453957701922,0
35,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.85416328885666,0
105,16,3,1,[0.1490712],0,0,False,0,True,6,False,0,4.656025194442742,1
33,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.3319766949849114,0
18,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.7254805569978675,0
16,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.077819531114783,0
56,9,3,0,[0.20412415],0,0,False,0,False,1,False,0,4.604067815178066,1
